id,key,value,type 
4445572450,housenumber,6/3,addr
4445896190,shop,travel_agency,regular
4445896190,en,Nabaz,name
4446308094,name,фатих,regular
4446308094,tourism,hotel,regular
4446393007,amenity,pharmacy,regular
4446393007,name,Florya Şifa Eczanesi,regular
4446393007,phone,0212 624 40 60,regular
4446393294,amenity,pharmacy,regular
4446393294,name,Altay Eczanesi,regular
4446393294,phone,0212 598 99 90,regular
4446394699,amenity,pharmacy,regular
4446394699,name,Turgut Eczanesi,regular
4446394699,phone,0212 580 03 51,regular
4446394700,amenity,pharmacy,regular
4446394700,name,Florya Eczanesi,regular
4446394700,phone,0212 573 25 41,regular
4446466810,amenity,pharmacy,regular
4446466810,name,Kosova Eczanesi,regular
4446466810,phone,0212 579 44 32,regular
4446468195,amenity,pharmacy,regular
4446468195,name,Sibel Yeşilova Eczanesi,regular
4446468195,phone,0212 624 91 77,regular
4446490693,amenity,pharmacy,regular
4446490693,name,Hayat Eczanesi,regular
4446490693,phone,0212 599 01 65,regular
4446490694,amenity,pharmacy,regular
4446490694,name,Onur Eczanesi,regular
4446490694,phone,0212 599 74 69,regular
4446492590,amenity,pharmacy,regular
4446492590,name,Yıldız Eczanesi,regular
4446492590,phone,0212 574 16 16,regular
4446502889,amenity,pharmacy,regular
4446502889,name,Oral Eczanesi,regular
4446502889,phone,0212 580 59 11,regular
4447070489,name,Çağrı Karadeniz Kebap & Pide Salonu,regular
4447070489,phone,02122523797,regular
4447070489,amenity,restaurant,regular
4447505890,amenity,pharmacy,regular
4447505890,name,Kent Eczanesi,regular
4447505890,phone,0212 864 24 53,regular
4447856189,name,Raıf üsta,regular
4447856189,amenity,restaurant,regular
4448091892,amenity,pharmacy,regular
4448091892,name,Akar Eczanesi,regular
4448091892,phone,0216 575 71 68,regular
4448093991,amenity,pharmacy,regular
4448093991,name,Samur Eczanesi,regular
4448093991,phone,0212 433 29 99,regular
4448129990,amenity,pharmacy,regular
4448129990,name,İrem Eczanesi,regular
4448129990,phone,0212 629 65 46,regular
4448141989,amenity,pharmacy,regular
4448141989,name,Ada Eczanesi,regular
4448141989,phone,0216 469 04 36,regular
4448143390,amenity,pharmacy,regular
4448143390,name,Barış Eczanesi,regular
4448143390,phone,0212 445 58 55,regular
4448167889,amenity,pharmacy,regular
4448167889,name,Balkan Eczanesi,regular
4448167889,phone,0212 655 37 37,regular
4448167890,amenity,pharmacy,regular
4448167890,name,Başakşehir Eczanesi,regular
4448167890,phone,0212 485 16 50,regular
4448249690,amenity,pharmacy,regular
4448249690,name,Belma Eczanesi,regular
4448249690,phone,0212 251 71 78,regular
4448280589,amenity,pharmacy,regular
4448280589,name,Bebek Eczanesi,regular
4448280589,phone,0212 265 02 57,regular
4448280590,amenity,pharmacy,regular
4448280590,name,Nursel Eczanesi,regular
4448280590,phone,0212 265 46 67,regular
4448284489,amenity,pharmacy,regular
4448284489,name,Yeni Eczanesi,regular
4448284489,phone,0212 261 84 44,regular
4448296689,amenity,pharmacy,regular
4448296689,name,İstanbul Eczanesi,regular
4448296689,phone,0212 327 46 60,regular
4448304489,amenity,pharmacy,regular
4448304489,name,Işık Eczanesi,regular
4448304489,phone,0212 238 97 20,regular
4448734741,Sisli,Cemetery,regular
4448869791,name,Leyla teras,regular
4448869791,amenity,bar,regular
4448869791,tr,Leyla teras,name
4448869791,internet_access,wlan,regular
4448946690,name,ceren,regular
4448946690,tr,ceren,name
4448946690,tourism,hotel,regular
4448946690,internet_access,wlan,regular
4449097191,amenity,pharmacy,regular
4449097191,name,Yasemin Eczanesi,regular
4449097191,phone,0212 625 09 05,regular
4449122191,amenity,pharmacy,regular
4449122191,name,Avşar Eczanesi,regular
4449122191,phone,0212 423 54 10,regular
4449156690,amenity,pharmacy,regular
4449156690,name,Fırat Eczanesi,regular
4449156690,phone,0212 265 56 31,regular
4449157589,amenity,pharmacy,regular
4449157589,name,Salkım Eczanesi,regular
4449157589,phone,0212 487 88 66,regular
4449166789,amenity,pharmacy,regular
4449166789,name,Cem Eczanesi,regular
4449166789,phone,0212 263 30 72,regular
4449169489,amenity,pharmacy,regular
4449169489,name,Barbaros Eczanesi,regular
4449169489,phone,0212 690 10 67,regular
4449391637,name,Yunus  Emre,regular
4449391637,place,suburb,regular
4449391637,population,15610,regular
4449439106,name,Atatürk,regular
4449439106,place,suburb,regular
4449439106,wikidata,Q26237911,regular
4449439106,population,7254,regular
4449467592,name,Alskn alshbaby,regular
4449467592,ar,السكن الشبابي,name
4449467592,tr,Alskn alshbaby,name
4449467592,tourism,caravan_site,regular
4449467592,street,Nesibe Batıyol Sokak,addr
4449504298,amenity,pharmacy,regular
4449504298,name,Sultanahmet Eczanesi,regular
4449504298,phone,0212 517 15 50,regular
4449532997,amenity,pharmacy,regular
4449532997,name,Cağaloğlu Eczanesi,regular
4449532997,phone,0212 520 55 03,regular
4449532998,amenity,pharmacy,regular
4449532998,name,Kadırga Eczanesi,regular
4449532998,phone,0212 517 81 99,regular
4449576300,amenity,pharmacy,regular
4449576300,name,Yenikapı İskele Eczanesi,regular
4449576300,phone,0212 517 97 27,regular
4449598093,amenity,pharmacy,regular
4449598093,name,Neslihan Eczanesi,regular
4449598093,phone,0212 528 68 69,regular
4449598094,amenity,pharmacy,regular
4449598094,name,Nişancı Eczanesi,regular
4449598094,phone,0212 516 11 41,regular
4449599394,amenity,pharmacy,regular
4449599394,name,Pierloti Eczanesi,regular
4449599394,phone,0212 638 91 81,regular
4449599395,amenity,pharmacy,regular
4449599395,name,Işık Eczanesi,regular
4449599395,phone,0212 516 17 75,regular
4449599694,amenity,pharmacy,regular
4449599694,name,Bilge Eczanesi,regular
4449599694,phone,0212 527 76 53,regular
4449599891,amenity,pharmacy,regular
4449599891,name,Yeni Eczanesi,regular
4449599891,phone,0212 517 59 13,regular
4449600092,amenity,pharmacy,regular
4449600092,name,Sirkeci Gar Eczanesi,regular
4449600092,phone,0212 526 64 29,regular
4449600093,amenity,pharmacy,regular
4449600093,name,Büyük Eczanesi,regular
4449600093,phone,0212 522 03 45,regular
4449600094,amenity,pharmacy,regular
4449600094,name,Bilgin Eczanesi,regular
4449600094,phone,0212 514 18 88,regular
4449619594,amenity,pharmacy,regular
4449619594,name,Karabiber Eczanesi,regular
4449619594,phone,0212 517 02 22,regular
4449619595,amenity,pharmacy,regular
4449619595,name,Laleli Eczanesi,regular
4449619595,phone,0212 511 32 14,regular
4449648989,amenity,pharmacy,regular
4449648989,name,Ataman Eczanesi,regular
4449648989,phone,0212 528 59 39,regular
4449653089,amenity,pharmacy,regular
4449653089,name,Pınar Ünsoy Eczanesi,regular
4449653089,phone,0212 526 55 56,regular
4449662989,amenity,pharmacy,regular
4449662989,name,Reyhan Eczanesi,regular
4449662989,phone,0212 518 44 94,regular
4449662990,amenity,pharmacy,regular
4449662990,name,İnan Eczanesi,regular
4449662990,phone,0212 526 99 55,regular
4449775866,name,Anadolu,regular
4449775866,place,suburb,regular
4449775866,wikidata,Q26237889,regular
4449775866,population,27083,regular
4449836582,name,Hicret,regular
4449836582,place,suburb,regular
4449836582,population,2242,regular
4449873834,name,Mavigöl,regular
4449873834,place,suburb,regular
4449873834,population,6046,regular
4450054890,amenity,pharmacy,regular
4450054890,name,Dilek Sağlık Eczanesi,regular
4450054890,phone,0212 565 73 95,regular
4450059489,amenity,pharmacy,regular
4450059489,name,Sevda Eczanesi,regular
4450059489,phone,0212 564 20 21,regular
4450060889,amenity,pharmacy,regular
4450060889,name,Yeni Hayat Eczanesi,regular
4450060889,phone,0212 544 48 46,regular
4450063389,amenity,pharmacy,regular
4450063389,name,Yeşil Eczanesi,regular
4450063389,phone,0212 544 14 16,regular
4450063689,amenity,pharmacy,regular
4450063689,name,Elif İpek Eczanesi,regular
4450063689,phone,0212 674 59 50,regular
4450091491,amenity,pharmacy,regular
4450091491,name,Sezer Eczanesi,regular
4450091491,phone,0212 462 01 82,regular
4450105389,amenity,pharmacy,regular
4450105389,name,Fetih Eczanesi,regular
4450105389,phone,0212 501 39 80,regular
4450108891,amenity,pharmacy,regular
4450108891,name,Sonay Eczanesi,regular
4450108891,phone,0212 436 94 26,regular
4450108892,amenity,pharmacy,regular
4450108892,name,Dilek Eczanesi,regular
4450108892,phone,0212 435 44 14,regular
4450109091,amenity,pharmacy,regular
4450109091,name,Burhan Eczanesi,regular
4450109091,phone,0212 508 65 53,regular
4450119391,amenity,pharmacy,regular
4450119391,name,Göker Eczanesi,regular
4450119391,phone,0212 562 99 49,regular
4450131889,amenity,pharmacy,regular
4450131889,name,Güler Eczanesi,regular
4450131889,phone,0212 569 01 90,regular
4450138989,amenity,pharmacy,regular
4450138989,name,Tülü Eczanesi,regular
4450138989,phone,0212 634 95 03,regular
4450140689,amenity,pharmacy,regular
4450140689,name,Burcu Eczanesi,regular
4450140689,phone,0212 634 39 02,regular
4450142189,amenity,pharmacy,regular
4450142189,name,Miran Eczanesi,regular
4450142189,phone,0212 634 16 15,regular
4450142690,name,Müşerref - Sabri Köseoğlu Aile Sağlığı Merkezi,regular
4450142690,amenity,clinic,regular
4450142690,tr,Müşerref - Sabri Köseoğlu Aile Sağlığı Merkezi,name
4450538600,name,İslambey,regular
4450538600,place,suburb,regular
4450538600,wikidata,Q6071635,regular
4450538600,population,16566,regular
4450611193,amenity,pharmacy,regular
4450611193,name,Durusüt Eczanesi,regular
4450611193,phone,0212 234 56 17,regular
4450611291,amenity,pharmacy,regular
4450611291,name,Tarhan Eczanesi,regular
4450611291,phone,0212 241 62 58,regular
4450635089,amenity,pharmacy,regular
4450635089,name,Merkez Eczanesi,regular
4450635089,phone,0212 787 18 17,regular
4450641389,amenity,pharmacy,regular
4450641389,name,İnal Eczanesi,regular
4450641389,phone,0212 233 80 50,regular
4450646689,amenity,pharmacy,regular
4450646689,name,Emel Eczanesi,regular
4450646689,phone,0212 236 11 89,regular
4450815291,amenity,pharmacy,regular
4450815291,name,Zaloğlu Eczanesi,regular
4450815291,phone,0212 510 16 24,regular
4450815292,amenity,pharmacy,regular
4450815292,name,Sağlık Eczanesi,regular
4450815292,phone,0216 423 23 71,regular
4450815390,amenity,pharmacy,regular
4450815390,name,Esra Eczanesi,regular
4450815390,phone,0216 321 69 85,regular
4450877688,building,yes,regular
4450877688,street,Nesibe Batıyol Sokak,addr
4450877688,housenumber,17,addr
4450891414,amenity,pharmacy,regular
4450891414,name,Diyar Eczanesi,regular
4450891414,phone,0212 277 37 57,regular
4450891503,amenity,pharmacy,regular
4450891503,name,Nurlu Eczanesi,regular
4450891503,phone,0212 853 35 89,regular
4450902089,street,Nesibe Batıyol Sokak,addr
4450902089,amenity,pharmacy,regular
4450902089,name,Oya Eczanesi,regular
4450902089,phone,0216 325 39 89,regular
4450902090,street,Nesibe Batıyol Sokak,addr
4450902090,amenity,pharmacy,regular
4450902090,name,Mehmet Cemal Eczanesi,regular
4450902090,phone,0216 415 07 30,regular
4450903189,street,Nesibe Batıyol Sokak,addr
4450903189,amenity,pharmacy,regular
4450903189,name,Paşakapısı Eczanesi,regular
4450903189,phone,0216 553 41 53,regular
4451482584,name,Arnavutköy Merkez,regular
4451482584,place,suburb,regular
4451482584,wikidata,Q26237895,regular
4451482584,population,16579,regular
4451573589,amenity,embassy,regular
4451573589,en,Uzbek consulatr,name
4451573589,fr,Consulat d'Ouzbékistan,name
4451573589,street,Nesibe Batıyol Sokak,addr
4451573589,housenumber,23,addr
4451575229,name,Karlıbayır,regular
4451575229,place,suburb,regular
4451575229,population,8030,regular
4451968316,name,Adventure Republic,regular
4451968316,shop,outdoor,regular
4451968316,description,"Sells backpacks, shoes, thermal underwear, clothes, GoPro accessories and some basic cooking equipment",regular
4452260290,amenity,bus_station,regular
4452430892,amenity,pharmacy,regular
4452430892,name,Nar Eczanesi,regular
4452430892,phone,0212 649 20 26,regular
4452431294,amenity,pharmacy,regular
4452431294,name,Öğretmenler Eczanesi,regular
4452431294,phone,0212 625 19 88,regular
4452434490,amenity,pharmacy,regular
4452434490,name,Ocak Eczanesi,regular
4452434490,phone,0212 627 25 11,regular
4452434591,amenity,pharmacy,regular
4452434591,name,Yusufoğlu Eczanesi,regular
4452434591,phone,0212 578 00 70,regular
4452434592,phone,0212 626 64 87,regular
4452434592,amenity,pharmacy,regular
4452434593,amenity,pharmacy,regular
4452434593,name,Sibel Eczanesi,regular
4452434593,phone,0212 427 20 16,regular
4452435991,amenity,pharmacy,regular
4452435991,name,Halk Eczanesi,regular
4452435991,phone,0212 321 05 15,regular
4452437890,amenity,pharmacy,regular
4452437890,name,Anıl Eczanesi,regular
4452437890,phone,0212 627 51 40,regular
4452437891,street,Nesibe Batıyol Sokak,addr
4452437891,amenity,pharmacy,regular
4452437891,name,Nergis Eczanesi,regular
4452437891,phone,0212 427 17 17,regular
4452458389,amenity,pharmacy,regular
4452458389,name,Nur Eczanesi,regular
4452458389,phone,0212 221 39 16,regular
4452480289,name,Kumaşci Atilla,regular
4452480289,shop,department_store,regular
4452480289,en,Fabrics Atilla,name
4452480289,tr,Kumaşci Atilla,name
4452480289,street,Nesibe Batıyol Sokak,addr
4452480289,postcode,34122,addr
4452480289,opening_hours,Mo-Sa 08:30-19:00; Su,regular
4452480289,housenumber,6,addr
4453779340,amenity,pharmacy,regular
4453779340,name,Azim Eczanesi,regular
4453779340,phone,02165755005,regular
4453952969,amenity,restaurant,regular
4453952970,name,CVK Park Bosphorus Hotel,regular
4453952970,tourism,hotel,regular
4453952971,shop,convenience,regular
4453952972,shop,convenience,regular
4454906590,description,"İstanbul Atatürk havalimanına yakın otel-istanbul hotel near ataturk airport,one of the best and cheapest hotels in istanbul.",regular
4454906590,fax,+90 212 695 8695,regular
4454906590,internet_access,wlan,regular
4454906590,fee,no,internet_access
4454906590,name,Grand Hotel Avcilar,regular
4454906590,phone,+90 212 694 9900,regular
4454906590,rooms,68,regular
4454906590,smoking,isolated,regular
4454906590,stars,3,regular
4454906590,tourism,hotel,regular
4454906590,website,http://grandavcilarhotel.com,regular
4455127906,street,Nesibe Batıyol Sokak,addr
4455127906,housenumber,6,addr
4455127907,street,Nesibe Batıyol Sokak,addr
4455127907,housenumber,8,addr
4455129493,amenity,pharmacy,regular
4455129493,name,Melek Eczanesi,regular
4455129493,phone,0212 572 03 83,regular
4455136967,street,Nesibe Batıyol Sokak,addr
4455136967,housenumber,1,addr
4455136968,street,Nesibe Batıyol Sokak,addr
4455136968,housenumber,3,addr
4455136969,street,Nesibe Batıyol Sokak,addr
4455136969,housenumber,5,addr
4455136970,street,Nesibe Batıyol Sokak,addr
4455136970,housenumber,7,addr
4455136971,street,Nesibe Batıyol Sokak,addr
4455136971,housenumber,11,addr
4455136972,street,Nesibe Batıyol Sokak,addr
4455136972,housenumber,2,addr
4455136973,street,Nesibe Batıyol Sokak,addr
4455136973,housenumber,4,addr
4455137866,street,Nesibe Batıyol Sokak,addr
4455137866,housenumber,10,addr
4455137867,street,Nesibe Batıyol Sokak,addr
4455137867,housenumber,12,addr
4455137868,street,Nesibe Batıyol Sokak,addr
4455137868,housenumber,14,addr
4455137869,street,Nesibe Batıyol Sokak,addr
4455137869,housenumber,16,addr
4455142123,street,Nesibe Batıyol Sokak,addr
4455142123,housenumber,18,addr
4455142124,street,Nesibe Batıyol Sokak,addr
4455142124,housenumber,20,addr
4455142125,street,Nesibe Batıyol Sokak,addr
4455142125,housenumber,22,addr
4455142126,street,Nesibe Batıyol Sokak,addr
4455142126,housenumber,11,addr
4455142127,street,Nesibe Batıyol Sokak,addr
4455142127,housenumber,13,addr
4455142128,street,Nesibe Batıyol Sokak,addr
4455142128,housenumber,15,addr
4455142131,street,Nesibe Batıyol Sokak,addr
4455142131,housenumber,17,addr
4455142132,street,Nesibe Batıyol Sokak,addr
4455142132,housenumber,19,addr
4455142133,street,Nesibe Batıyol Sokak,addr
4455142133,housenumber,21,addr
4455142134,street,Nesibe Batıyol Sokak,addr
4455142134,housenumber,23,addr
4455142135,street,Nesibe Batıyol Sokak,addr
4455142135,housenumber,24,addr
4455142136,street,Nesibe Batıyol Sokak,addr
4455142136,housenumber,26,addr
4455142137,street,Nesibe Batıyol Sokak,addr
4455142137,housenumber,28,addr
4455142138,street,Nesibe Batıyol Sokak,addr
4455142138,housenumber,30,addr
4455158592,amenity,pharmacy,regular
4455158592,name,As Eczanesi,regular
4455158592,phone,0212 561 02 81,regular
4455159091,amenity,pharmacy,regular
4455159091,name,Arzum Eczanesi,regular
4455159091,phone,0212 571 84 06,regular
4455161795,city,Bakırköy/İstanbul,addr
4455161795,amenity,pharmacy,regular
4455161795,name,Nurcan Eczanesi,regular
4455161795,phone,0212 660 73 29,regular
4455175354,street,Nesibe Batıyol Sokak,addr
4455175354,housenumber,40,addr
4455175355,street,Nesibe Batıyol Sokak,addr
4455175355,housenumber,32,addr
4455175356,street,Nesibe Batıyol Sokak,addr
4455175356,housenumber,34,addr
4455175357,street,Nesibe Batıyol Sokak,addr
4455175357,housenumber,36,addr
4455175358,street,Nesibe Batıyol Sokak,addr
4455175358,housenumber,38,addr
4455175359,street,Nesibe Batıyol Sokak,addr
4455175359,housenumber,42,addr
4455175761,street,Nesibe Batıyol Sokak,addr
4455175761,housenumber,25,addr
4455175762,street,Nesibe Batıyol Sokak,addr
4455175762,housenumber,27,addr
4455185722,street,Nesibe Batıyol Sokak,addr
4455185722,housenumber,1,addr
4455185723,street,Nesibe Batıyol Sokak,addr
4455185723,housenumber,3,addr
4455185724,street,Nesibe Batıyol Sokak,addr
4455185724,housenumber,5,addr
4455185725,street,Nesibe Batıyol Sokak,addr
4455185725,housenumber,7,addr
4455185726,street,Nesibe Batıyol Sokak,addr
4455185726,housenumber,9,addr
4455185727,street,Nesibe Batıyol Sokak,addr
4455185727,housenumber,11,addr
4455185728,street,Nesibe Batıyol Sokak,addr
4455185728,housenumber,2,addr
4455185729,street,Nesibe Batıyol Sokak,addr
4455185729,housenumber,4,addr
4455185730,street,Nesibe Batıyol Sokak,addr
4455185730,housenumber,6,addr
4455185738,street,Nesibe Batıyol Sokak,addr
4455185738,housenumber,8,addr
4455185739,housenumber,13,addr
4455185740,street,Nesibe Batıyol Sokak,addr
4455185740,housenumber,15,addr
4455185741,street,Nesibe Batıyol Sokak,addr
4455185741,housenumber,17,addr
4455185742,street,Nesibe Batıyol Sokak,addr
4455185742,housenumber,19,addr
4455185743,street,Nesibe Batıyol Sokak,addr
4455185743,housenumber,10,addr
4455185744,street,Nesibe Batıyol Sokak,addr
4455185744,housenumber,12,addr
4455185745,street,Nesibe Batıyol Sokak,addr
4455185745,housenumber,14,addr
4455185750,street,Nesibe Batıyol Sokak,addr
4455185750,housenumber,4,addr
4455185754,street,Nesibe Batıyol Sokak,addr
4455185754,housenumber,6,addr
4455185755,street,Nesibe Batıyol Sokak,addr
4455185755,housenumber,8,addr
4455185756,street,Nesibe Batıyol Sokak,addr
4455185756,housenumber,5,addr
4455185757,street,Nesibe Batıyol Sokak,addr
4455185757,housenumber,3,addr
4455186994,amenity,pharmacy,regular
4455186994,name,İnci Eczanesi,regular
4455186994,phone,0212 570 52 67,regular
4455187590,amenity,pharmacy,regular
4455187590,name,Bakırköy Eczanesi,regular
4455187590,phone,0212 466 07 17,regular
4455191590,amenity,pharmacy,regular
4455191590,name,Adliye Eczanesi,regular
4455191590,phone,0212 571 47 20,regular
4455202390,amenity,pharmacy,regular
4455202390,name,Büyük Eczanesi,regular
4455202390,phone,0212 543 30 46,regular
4455202658,street,Nesibe Batıyol Sokak,addr
4455202658,housenumber,1,addr
4455202659,street,Nesibe Batıyol Sokak,addr
4455202659,housenumber,3,addr
4455202660,street,Nesibe Batıyol Sokak,addr
4455202660,housenumber,5,addr
4455202661,street,Nesibe Batıyol Sokak,addr
4455202661,housenumber,7,addr
4455202662,street,Nesibe Batıyol Sokak,addr
4455202662,housenumber,2,addr
4455202663,street,Nesibe Batıyol Sokak,addr
4455202663,housenumber,4,addr
4455202664,street,Nesibe Batıyol Sokak,addr
4455202664,housenumber,6,addr
4455204390,amenity,pharmacy,regular
4455204390,name,Şevki Eczanesi,regular
4455204390,phone,0212 571 04 02,regular
4455204749,street,Nesibe Batıyol Sokak,addr
4455204749,housenumber,91,addr
4455204750,street,Nesibe Batıyol Sokak,addr
4455204750,housenumber,1,addr
4455204751,street,Nesibe Batıyol Sokak,addr
4455204751,housenumber,3,addr
4455204752,street,Nesibe Batıyol Sokak,addr
4455204752,housenumber,5,addr
4455204753,street,Nesibe Batıyol Sokak,addr
4455204753,housenumber,2,addr
4455204754,street,Nesibe Batıyol Sokak,addr
4455204754,housenumber,4,addr
4455204755,street,Nesibe Batıyol Sokak,addr
4455204755,housenumber,6,addr
4455216390,amenity,pharmacy,regular
4455216390,name,Lokman Hekim Eczanesi,regular
4455216390,phone,0212 660 49 02,regular
4455216391,amenity,pharmacy,regular
4455216391,name,Portakal Eczanesi,regular
4455216391,phone,0212 543 69 95,regular
4455217089,amenity,pharmacy,regular
4455217089,name,Mercan Eczanesi,regular
4455217089,phone,0212 466 49 79,regular
4455217091,amenity,pharmacy,regular
4455217091,name,İstanbul Eczanesi,regular
4455217091,phone,0212 542 02 07,regular
4455217092,amenity,pharmacy,regular
4455217092,name,Sevgör Eczanesi,regular
4455217092,phone,0212 543 01 00,regular
4455224789,amenity,pharmacy,regular
4455224789,name,Humay Eczanesi,regular
4455224789,phone,0212 571 04 04,regular
4455720091,name,Kurs,regular
4455720091,shop,department_store,regular
4456036356,building,yes,regular
4456036356,street,Nesibe Batıyol Sokak,addr
4456036356,suburb,Ortabayır Mahalle,addr
4456036356,housenumber,7,addr
4456277179,name,Sport In Street,regular
4456277179,shop,shoes,regular
4456277179,phone,8502900747,regular
4456277179,city,İstanbuş,addr
4456277179,street,Nesibe Batıyol Sokak,addr
4456277179,housenumber,33/A,addr
4456279123,name,FLO,regular
4456279123,shop,shoes,regular
4456279123,phone,4443356,regular
4456279123,city,İstanbul,addr
4456279123,street,Nesibe Batıyol Sokak,addr
4456279123,housenumber,15/A,addr
4456317695,city,Zeytinburnu/İstanbul,addr
4456317695,amenity,pharmacy,regular
4456317695,name,Ömür Eczanesi,regular
4456317695,phone,0212 665 83 43,regular
4456367793,amenity,pharmacy,regular
4456367793,name,Hülya Eczanesi,regular
4456367793,phone,0212 582 58 20,regular
4456367794,amenity,pharmacy,regular
4456367794,name,Çıtak Eczanesi,regular
4456367794,phone,0212 546 08 09,regular
4456383997,name,Ziraat Bankası,regular
4456383997,amenity,bank,regular
4456383997,tr,Ziraat Bankası,name
4456383998,name,Bim,regular
4456383998,shop,supermarket,regular
4456383998,tr,Bim,name
4456385091,amenity,pharmacy,regular
4456385091,name,Doğuş Eczanesi,regular
4456385091,phone,0212 582 73 63,regular
4456385895,amenity,pharmacy,regular
4456385895,name,Gülbin Eczanesi,regular
4456385895,phone,0212 296 12 20,regular
4456385896,name,Yapı Kredi,regular
4456385896,amenity,bank,regular
4456385896,tr,Yapı Kredi,name
4456392992,amenity,clinic,regular
4456392992,name,Çırpıcı Sağlık Ocağı,regular
4456396491,amenity,pharmacy,regular
4456396491,name,Şükran Eczanesi,regular
4456396491,phone,0212 664 00 20,regular
4456399590,amenity,pharmacy,regular
4456399590,name,Sezer Eczanesi,regular
4456399590,phone,0212 547 85 20,regular
4456399591,amenity,pharmacy,regular
4456399591,name,Yaşam Eczanesi,regular
4456399591,phone,0212 582 64 57,regular
4456399592,amenity,pharmacy,regular
4456399592,name,Zafer Eczanesi,regular
4456399592,phone,0212 665 83 43,regular
4456399790,amenity,pharmacy,regular
4456399790,name,Gülay Eczanesi,regular
4456399790,phone,0212 665 66 87,regular
4456416090,amenity,pharmacy,regular
4456416090,name,Mısırlı Eczanesi,regular
4456416090,phone,0212 664 58 38,regular
4456458092,amenity,pharmacy,regular
4456458092,name,Can Eczanesi,regular
4456458092,phone,0212 231 26 74,regular
4456458093,name,Şok,regular
4456458093,shop,supermarket,regular
4456458093,tr,Şok,name
4456458992,amenity,pharmacy,regular
4456458992,name,Altın Eczanesi,regular
4456458992,phone,0212 240 22 78,regular
4456458993,name,Şok,regular
4456458993,shop,supermarket,regular
4456458993,tr,Şok,name
4456458994,name,Şok,regular
4456458994,shop,supermarket,regular
4456459090,amenity,pharmacy,regular
4456459090,name,Kaynak Eczanesi,regular
4456459090,phone,0212 247 21 58,regular
4456459091,name,Bim,regular
4456459091,shop,supermarket,regular
4456459091,tr,Bim,name
4456479589,name,Garanti Bankası,regular
4456479589,amenity,bank,regular
4456479589,tr,Garanti Bankası,name
4456480189,name,Şekerbank,regular
4456480189,amenity,bank,regular
4456480189,tr,Şekerbank,name
4456482789,name,Bim,regular
4456482789,shop,supermarket,regular
4456482789,tr,Bim,name
4456895300,name,Şok,regular
4456895300,shop,supermarket,regular
4456895300,tr,Şok,name
4456898296,name,Şok,regular
4456898296,shop,supermarket,regular
4456898296,tr,Şok,name
4456908792,name,Şok,regular
4456908792,shop,supermarket,regular
4456908792,tr,Şok,name
4456909793,name,Şok,regular
4456909793,shop,supermarket,regular
4456909793,tr,Şok,name
4456914494,name,Bim,regular
4456914494,shop,supermarket,regular
4456914494,tr,Bim,name
4456926691,name,Bim,regular
4456926691,shop,supermarket,regular
4456926691,tr,Bim,name
4456946490,name,Bim,regular
4456946490,shop,supermarket,regular
4456946490,tr,Bim,name
4456947889,name,Şok,regular
4456947889,shop,supermarket,regular
4456947889,tr,Şok,name
4457620690,name,My room,regular
4457620690,tr,My room,name
4457620690,tourism,hotel,regular
4457647393,tourism,hotel,regular
4457866906,name,Jolly Tours - Gör Gez Turizm,regular
4457866906,shop,travel_agency,regular
4457866906,phone,2126603636,regular
4457866906,city,İstanbul,addr
4457866906,street,Nesibe Batıyol Sokak,addr
4457866906,housenumber,1,addr
4457867619,name,Jolly Tours - Tiyada Turizm,regular
4457867619,shop,travel_agency,regular
4457867619,phone,2122834371,regular
4457867619,city,İstanbul,addr
4457867619,street,Nesibe Batıyol Sokak,addr
4457867619,housenumber,1,addr
4457868605,name,Jolly Tours - Elf Tur,regular
4457868605,shop,travel_agency,regular
4457868605,phone,2125562683,regular
4457868605,city,İstanbul,addr
4457868605,street,Nesibe Batıyol Sokak,addr
4457868605,housenumber,27,addr
4457868678,name,Jolly Tours - Sono Tur,regular
4457868678,shop,travel_agency,regular
4457868678,phone,2165419719,regular
4457868678,city,İstanbul,addr
4457868678,street,Nesibe Batıyol Sokak,addr
4457868678,housenumber,55,addr
4457869996,name,Jolly Tours - Hayal Turizm,regular
4457869996,shop,travel_agency,regular
4457869996,phone,2163449633,regular
4457869996,city,İstanbul,addr
4457869996,street,Nesibe Batıyol Sokak,addr
4457869996,housenumber,88,addr
4457870251,name,Jolly Tours - STT Turizm,regular
4457870251,shop,travel_agency,regular
4457870251,phone,2126622006,regular
4457870251,street,Nesibe Batıyol Sokak,addr
4457870251,housenumber,13,addr
4457870649,name,Jolly Tours - Azmihan Turizm,regular
4457870649,shop,travel_agency,regular
4457870649,phone,2166405225,regular
4457870649,city,İstanbul,addr
4457870649,street,Nesibe Batıyol Sokak,addr
4457870649,housenumber,19/a,addr
4458338995,amenity,cafe,regular
4458338995,internet_access,wlan,regular
4458343995,phone,244 1656,regular
4458343995,amenity,cafe,regular
4458343995,cuisine,sandwich,regular
4458343995,en,Mio Panino express,name
4458359890,name,Şok,regular
4458359890,shop,supermarket,regular
4458777989,shop,convenience,regular
4458778089,name,Çinar Alti Kebap Salonu,regular
4458778089,amenity,cafe,regular
4458778089,cuisine,turkish,regular
4458778089,tr,Çinar Alti Kebap Salonu,name
4458778090,amenity,fast_food,regular
4458778090,cuisine,pizza,regular
4458778090,en,Domino's Pizza,name
4458842097,amenity,pharmacy,regular
4458842097,name,Cem Eczanesi,regular
4458842097,phone,02125 70 31 79,regular
